W,L,yearID,nameGiven,NameLast,teamID
71,91,2007,Fredi Jesus,Gonzalez,FLO
71,91,2007,Bruce Douglas,Bochy,SFN
71,91,2011,Gregory Michael,Quade,CHN
71,91,2011,Edgar Frederick,Yost,KCA
71,91,2011,Harry Ralston,Black,SDN
71,91,2013,Eric Michael,Wedge,SEA
71,91,2014,John Edward,Farrell,BOS
71,91,2016,Peter,Mackanin,PHI
70,43,1994,William Nathaniel,Showalter,NYA
70,52,1927,John Joseph,McGraw,NY1
70,55,1992,Felipe Rojas,Alou,MON
70,61,1894,David Luther,Foutz,BRO
70,64,1888,John Francis,Morrill,BSN
70,65,1889,William Harrison,Barnie,BL2
70,66,1903,Edward Hugh,Hanlon,BRO
70,74,1995,Robert Raymond,Boone,KCA
70,74,1995,Bruce Douglas,Bochy,SDN
70,76,1892,Adrian Constantine,Anson,CHN
70,78,1907,Clark Calvin,Griffith,NYA
70,79,2009,Cecil Celester,Cooper,HOU
70,81,1898,Fred Clifford,Clarke,LS3
70,81,1917,Wilbert,Robinson,BRO
70,83,1911,Clark Calvin,Griffith,CIN
70,83,1921,Patrick Joseph,Moran,CIN
70,83,1925,David James,Bancroft,BSN
70,83,1927,Ray William,Schalk,CHA
70,83,1929,Wilbert,Robinson,BRO
70,83,1935,Charles Dillon,Stengel,BRO
70,84,1914,James Joseph,Callahan,CHA
70,84,1925,Tristram E.,Speaker,CLE
70,84,1929,Stanley Raymond,Harris,DET
70,84,1930,William Boyd,McKechnie,BSN
70,84,1941,James,Wilson,CHN
70,84,1941,Stanley Raymond,Harris,WS1
70,84,1947,Theodore Amar,Lyons,CHA
70,84,1951,James Joseph,Dykes,PHA
70,84,1953,Leo Ernest,Durocher,NY1
70,86,1972,Gene William,Mauch,MON
70,90,1964,John Michael,Pesky,BOS
70,90,1980,Anthony,LaRussa,CHA
70,91,1961,William Joseph,Rigney,LAA
70,91,1963,William Joseph,Rigney,LAA
70,91,1988,Robert John,Valentine,TEX
70,91,2004,Louis Victor,Piniella,TBA
70,92,1965,Gilbert Raymond,Hodges,WS2
70,92,1970,Theodore Samuel,Williams,WS2
70,92,1976,James David,Bristol,ATL
70,92,1983,John Francis,McNamara,CAL
70,92,1983,William Frederick,Gardner,MIN
70,92,1992,James Louis,Fregosi,PHI
70,92,1998,Jay Thomas,Kelly,MIN
70,92,2006,Samuel Benedict,Perlozzo,BAL
70,92,2009,Jerry,Manuel,NYN
70,92,2014,Ronald Clyde,Gardenhire,MIN
69,39,1884,Gustavus Heinrich,Schmelz,CL5
69,40,1940,William Harold,Southworth,SLN
69,58,1899,Patrick Joseph,Donovan,PIT
69,61,1888,William Henry,Wright,PHI
69,62,1897,Oliver Wendell,Tebeau,CL4
69,67,1902,William Reginald,Armour,CLE
69,69,1901,Frank Gibson,Selee,BSN
69,71,1919,Wilbert,Robinson,BRO
69,75,1958,Frederick Charles,Hutchinson,SLN
69,75,1995,George Dallas,Green,NYN
69,75,1995,James Louis,Fregosi,PHI
69,80,1938,Burleigh Arland,Grimes,BRO
69,82,1913,George Tweedy,Stallings,BSN
69,83,1907,James Robert,McAleer,SLA
69,83,1915,John Joseph,McGraw,NY1
69,83,1915,William Edward,Donovan,NYA
69,83,1923,Cornelius Alexander,Mack,PHA
69,84,1912,Hugh Ambrose,Jennings,DET
69,85,1914,Fred Clifford,Clarke,PIT
69,85,1922,Jesse Clyde,Milan,WS1
69,85,1923,William J.,Gleason,CHA
69,85,1925,Miller James,Huggins,NYA
69,85,1946,William Benjamin,Chapman,PHI
69,85,1947,Charles John,Grimm,CHN
69,85,1954,Louis,Boudreau,BOS
69,85,1956,Paul Rapier,Richards,BAL
69,85,1957,William Joseph,Rigney,NY1
69,86,1972,Charles Francis,Fox,SFN
69,90,1978,Jeffrey Allen,Torborg,CLE
69,92,1971,James David,Bristol,ML4
69,92,1984,Douglas Lee,Rader,TEX
69,92,1987,Charles William,Tanner,ATL
69,92,1989,Jeffrey Allen,Torborg,CHA
69,92,1999,Larry Alton,Parrish,DET
69,92,2000,Lawrence Lee,Rothschild,TBA
69,93,1967,Grady Edgebert,Hatton,HOU
69,93,1969,Joseph Lowell,Gordon,KCA
69,93,1978,Robert Joe,Cox,ATL
69,93,1993,Philip Mason,Garner,ML4
69,93,1998,Gene William,Lamont,PIT
69,93,1999,Lawrence Lee,Rothschild,TBA
69,93,2000,Jay Thomas,Kelly,MIN
69,93,2000,Gene William,Lamont,PIT
69,93,2005,Dudley Michael,Hargrove,SEA
69,93,2007,David Gus,Bell,KCA
69,93,2010,Manuel Elias,Acta,CLE
69,93,2010,James David,Riggleman,WAS
69,93,2011,William Nathaniel,Showalter,BAL
69,93,2012,Robert John,Valentine,BOS
69,93,2012,Oswaldo Jose,Guillen,MIA
69,93,2016,Walter William,Hale,ARI
69,93,2016,Robert Paul,Melvin,OAK
68,40,1884,Michael John,Walsh,LS2
68,40,1956,Fred Girard,Haney,ML1
68,46,1994,Robert Joe,Cox,ATL
68,55,1887,James J.,Mutrie,NY1
68,61,1894,Oliver Wendell,Tebeau,CL4
68,64,1890,Charles Hazen,Morton,TL2
68,64,1893,John Montgomery,Ward,NY1
68,65,1901,John Joseph,McGraw,BLA
68,68,1987,Eugene Richard,Michael,CHN
68,69,1891,William Henry,Wright,PHI
68,69,1902,Frank Gibson,Selee,CHN
68,82,1934,Cornelius Alexander,Mack,PHA
68,84,1920,Clark Calvin,Griffith,WS1
68,84,1943,Joseph Edward,Cronin,BOS
68,85,1908,Cornelius Alexander,Mack,PHA
68,85,1910,Hugh,Duffy,CHA
68,85,1925,Wilbert,Robinson,BRO
68,85,1925,Arthur,Fletcher,PHI
68,85,1935,Charles Walter,Dressen,CIN
68,85,1939,Harold Joseph,Traynor,PIT
68,86,1928,George Joseph,Moriarty,DET
68,86,1942,James,Wilson,CHN
68,86,1946,Louis,Boudreau,CLE
68,86,1951,James Luther,Sewell,CIN
68,86,1954,Frederick Charles,Hutchinson,DET
68,93,1979,Roger Lee,Craig,SDN
68,93,2008,David Michael,Trembley,BAL
68,94,1982,Alfred Manuel,Martin,OAK
68,94,1993,Anthony,LaRussa,OAK
68,94,1996,Johnnie B.,Baker,SFN
68,94,1997,James David,Riggleman,CHN
68,94,1997,Jay Thomas,Kelly,MIN
68,94,1997,Terry Jon,Francona,PHI
68,94,1999,Felipe Rojas,Alou,MON
68,94,2001,David Earl,Lopes,MIL
68,94,2003,Eric Michael,Wedge,CLE
68,94,2003,Edgar Frederick,Yost,MIL
68,94,2004,Clinton Merrick,Hurdle,COL
68,94,2007,James Edwin,Tracy,PIT
68,94,2015,Walter William,Weiss,COL
68,94,2015,Robert Paul,Melvin,OAK
68,94,2016,Bryan Roberts,Price,CIN
68,94,2016,Andrew Mulligan,Green,SDN
68,94,2016,Kevin Forrest,Cash,TBA
67,17,1880,Adrian Constantine,Anson,CHN
67,46,1994,Gene William,Lamont,CHA
67,48,1988,John Aloysius,McKeon,SDN
67,51,1929,Owen Joseph,Bush,PIT
67,53,1970,Charles Francis,Fox,SFN
67,54,1972,Harry William,Walker,HOU
67,55,1891,George Albert,Wood,PH4
67,65,1889,Adrian Constantine,Anson,CHN
67,69,1973,William Charles,Virdon,PIT
67,72,1919,James Timothy,Burke,SLA
67,73,2002,Clinton Merrick,Hurdle,COL
67,76,1995,Rene George,Lachemann,FLO
67,77,1995,Anthony,LaRussa,OAK
67,77,1995,Johnnie B.,Baker,SFN
67,83,1933,Lewis Albert,Fonseca,CHA
67,84,1914,George Thomas,Stovall,KCF
67,85,1908,Joseph D.,Cantillon,WS1
67,85,1934,Rogers,Hornsby,SLA
67,86,1916,Joseph Bert,Tinker,CHN
67,86,1924,Tristram E.,Speaker,CLE
67,86,1935,Stanley Raymond,Harris,WS1
67,87,1924,Leo Alexander,Fohl,BOS
67,87,1936,Charles Dillon,Stengel,BRO
67,87,1940,Fred Girard,Haney,SLA
67,87,1944,Melvin Thomas,Ott,NY1
67,87,1950,Stanley Raymond,Harris,WS1
67,87,1956,William Joseph,Rigney,NY1
67,87,1960,Frederick Charles,Hutchinson,CIN
67,94,1975,Delmar Wesley,Crandall,ML4
67,94,1984,Rene George,Lachemann,ML4
67,94,2004,Edgar Frederick,Yost,MIL
67,95,1968,William Joseph,Rigney,CAL
67,95,1971,Frank Joseph,Lucchesi,PHI
67,95,1977,Alexander Peter,Grammas,ML4
67,95,1979,Darrell Dean,Johnson,SEA
67,95,1980,Joseph Paul,Torre,NYN
67,95,1980,Robert James,Mattick,TOR
67,95,1987,Calvin Edwin,Ripken,BAL
67,95,1989,Nicholas Tomas,Leyva,PHI
67,95,1993,Don Edward,Baylor,COL
67,95,1996,James Louis,Fregosi,PHI
67,95,1999,James David,Riggleman,CHN
67,95,2000,Felipe Rojas,Alou,MON
67,95,2002,Dudley Michael,Hargrove,BAL
67,95,2004,Frank,Robinson,MON
67,95,2005,Clinton Merrick,Hurdle,COL
67,95,2005,Louis Victor,Piniella,TBA
67,95,2006,James Edwin,Tracy,PIT
67,95,2008,John William,Russell,PIT
67,95,2011,Eric Michael,Wedge,SEA
67,95,2015,Fredi Jesus,Gonzalez,ATL
66,16,1884,Frederick C.,Dunlap,SLU
66,32,1883,Alonzo P.,Knight,PH4
66,42,1981,John Francis,McNamara,CIN
66,46,1967,Calvin Coolidge,Ermer,MIN
66,47,1904,Fielder Allison,Jones,CHA
66,47,1994,Dudley Michael,Hargrove,CLE
66,48,1994,David Allen,Johnson,CIN
66,49,1994,Terry Lee,Collins,HOU
66,54,1991,Clarence Edwin,Gaston,TOR
66,57,1966,George Robert,Tebbetts,CLE
66,58,1991,Harold Abraham,McRae,KCA
66,63,1896,Cornelius Alexander,Mack,PIT
66,64,1895,William,Ewing,CIN
66,68,1888,Horace B.,Phillips,PIT
66,70,1886,James Abner,Hart,LS2
66,71,1919,Edward Grant,Barrow,BOS
66,72,1900,Frank Gibson,Selee,BSN
66,73,1966,Ralph George,Houk,NYA
66,78,1995,Felipe Rojas,Alou,MON
66,81,1942,Frank Francis,Frisch,PIT
66,82,1942,James Joseph,Dykes,CHA
66,85,1910,James Robert,McAleer,WS1
66,86,1906,Patrick Joseph,Donovan,BRO
66,86,1926,David James,Bancroft,BSN
66,86,1934,Joseph Edward,Cronin,WS1
66,87,1907,Edward Hugh,Hanlon,CIN
66,87,1913,Hugh Ambrose,Jennings,DET
66,87,1927,John,McCallister,CLE
66,87,1950,James Luther,Sewell,CIN
66,88,1929,John Charles,Hendricks,CIN
66,88,1931,Burton Edwin,Shotton,PHI
66,88,1954,Stanley Raymond,Harris,WS1
66,88,1956,Robert Randall,Bragan,PIT
66,88,1959,Harry Francis,Craft,KC1
66,94,1979,Robert Joe,Cox,ATL
66,95,1966,Wesley Noreen,Westrum,NYN
66,95,1976,Alexander Peter,Grammas,ML4
66,95,2003,Arthur Henry,Howe,NYN
66,96,1963,Harry Francis,Craft,HOU
66,96,1978,Joseph Paul,Torre,NYN
66,96,2001,Robert Raymond,Boone,CIN
66,96,2001,Philip Mason,Garner,DET
66,96,2002,Bruce Douglas,Bochy,SDN
66,96,2006,Johnnie B.,Baker,CHN
66,96,2007,Joseph John,Maddon,TBA
66,96,2012,Ronald Clyde,Gardenhire,MIN
66,96,2013,Dale Curtis,Sveum,CHN
66,96,2013,Ronald Clyde,Gardenhire,MIN
66,96,2014,Walter William,Weiss,COL
65,53,2001,James Francis,Williams,BOS
65,55,1965,Charles Walter,Dressen,DET
65,60,1918,Hugo Francis,Bezdek,PIT
65,63,1893,David Luther,Foutz,BRO
65,63,1893,Charles Albert,Comiskey,CIN
65,67,1979,Daniel Leonard,Ozark,PHI
65,71,1903,Edward Grant,Barrow,DET
65,73,1886,Oliver Perry,Caylor,CN2
65,74,1903,James Robert,McAleer,SLA
65,75,1900,Thomas Joseph,Loftus,CHN
65,78,1989,Howard Rodney,Edwards,CLE
65,79,1995,Philip Mason,Garner,ML4
65,83,1907,Patrick Joseph,Donovan,BRO
65,83,1938,James Joseph,Dykes,CHA
65,84,1913,William Frederick,Dahlen,BRO
65,87,1904,James Robert,McAleer,SLA
65,87,1935,Rogers,Hornsby,SLA
65,87,1939,Stanley Raymond,Harris,WS1
65,87,1940,Charles Dillon,Stengel,BSN
65,88,1927,Wilbert,Robinson,BRO
65,88,1933,Max George,Carey,BRO
65,89,1916,James Joseph,Callahan,PIT
65,89,1922,Cornelius Alexander,Mack,PHA
65,89,1924,Wesley Branch,Rickey,SLN
65,89,1944,Robert Hunter,Coleman,BSN
65,89,1953,Philip Joseph,Cavarretta,CHN
65,91,2012,Manuel Elias,Acta,CLE
65,95,1980,James Louis,Fregosi,CAL
65,96,1968,James Robert,Lemon,WS2
65,97,1965,Chalmer Luman,Harris,HOU
65,97,1970,James David,Bristol,ML4
65,97,1982,George Irvin,Bamberger,NYN
65,97,1987,Lawrence Robert,Bowa,SDN
65,97,1991,Arthur Henry,Howe,HOU
65,97,1997,Arthur Henry,Howe,OAK
65,97,1998,William Nathaniel,Showalter,ARI
65,97,1998,Felipe Rojas,Alou,MON
65,97,2000,Don Edward,Baylor,CHN
65,97,2000,Terry Jon,Francona,PHI
65,97,2001,Anthony Joseph,Muser,KCA
65,97,2009,Eric Michael,Wedge,CLE
65,97,2009,Thomas Brad,Hillman,KCA
64,45,1981,Alfred Manuel,Martin,OAK
64,47,1884,James Henry,O'Rourke,BFN
64,47,1988,Peter Edward,Rose,CIN
64,51,1925,Rogers,Hornsby,SLN
64,51,1994,Harold Abraham,McRae,KCA
64,60,1946,Theodore Amar,Lyons,CHA
64,67,1984,William Charles,Virdon,MON
64,82,1953,Rogers,Hornsby,CIN
64,82,1966,William Jennings Bryan,Herman,BOS
64,86,1911,William Frederick,Dahlen,BRO
64,86,1946,William Boyd,McKechnie,CIN
64,87,1905,Garland,Stahl,WS1
64,87,1906,Edward Hugh,Hanlon,CIN
64,89,1913,Joseph Bert,Tinker,CIN
64,89,1935,James,Wilson,PHI
64,89,1950,Frank Francis,Frisch,CHN
64,90,1910,William Frederick,Dahlen,BRO
64,90,1911,James Robert,McAleer,WS1
64,90,1930,William,Killefer,SLA
64,90,1931,William Boyd,McKechnie,BSN
64,90,1940,Stanley Raymond,Harris,WS1
64,90,1941,Cornelius Alexander,Mack,PHA
64,90,1944,Oswald Louis,Bluege,WS1
64,90,1947,Oswald Louis,Bluege,WS1
64,90,1948,Charles John,Grimm,CHN
64,90,1951,William Adam,Meyer,PIT
64,90,1954,Stanley Camfield,Hack,CHN
64,90,1959,Edwin Milby,Sawyer,PHI
64,96,1962,Harry Francis,Craft,HOU
64,97,1976,Paul Rapier,Richards,CHA
64,97,1999,Anthony Joseph,Muser,KCA
64,98,1969,Joseph Charles,Schultz,SE1
64,98,1977,Darrell Dean,Johnson,SEA
64,98,1986,James Richard,Leyland,PIT
64,98,1992,William Francis,Plummer,SEA
64,98,1993,Rene George,Lachemann,FLO
64,98,1999,John,Boles,FLO
64,98,2003,Bruce Douglas,Bochy,SDN
64,98,2009,David Michael,Trembley,BAL
64,98,2012,James Edwin,Tracy,COL
64,98,2015,Bryan Roberts,Price,CIN
63,32,1950,Stephen Francis,O'Neill,BOS
63,43,1884,William Harrison,Barnie,BL2
63,47,1981,Thomas Charles,Lasorda,LAN
63,49,1885,Oliver Perry,Caylor,CN2
63,49,1994,Johnny Lane,Oates,BAL
63,63,1890,Patrick Thomas,Powers,RC2
63,64,1889,William Henry,Wright,PHI
63,68,1890,James J.,Mutrie,NY1
63,72,1938,Frank Francis,Frisch,SLN
63,86,1933,Martin Joseph,McManus,BOS
63,88,1939,Charles Dillon,Stengel,BSN
63,90,1910,Roger Philip,Bresnahan,SLN
63,90,1912,Roger Philip,Bresnahan,SLN
63,91,1908,Joseph James,Kelley,BSN
63,91,1915,Wesley Branch,Rickey,SLA
63,91,1931,William,Killefer,SLA
63,91,1932,William,Killefer,SLA
63,91,1944,Leo Ernest,Durocher,BRO
63,91,1949,John James,Onslow,CHA
63,91,1955,Louis,Boudreau,KC1
63,91,1959,Harry Arthur,Lavagetto,WS1
63,96,1971,Theodore Samuel,Williams,WS2
63,96,2014,Kirk Harold,Gibson,ARI
63,97,1989,Russell Eugene,Nixon,ATL
63,97,1999,Jay Thomas,Kelly,MIN
63,98,2001,Dudley Michael,Hargrove,BAL
63,99,1970,Preston,Gomez,SDN
63,99,1979,Joseph Paul,Torre,NYN
63,99,1992,Thomas Charles,Lasorda,LAN
63,99,1998,Lawrence Lee,Rothschild,TBA
63,99,2003,Louis Victor,Piniella,TBA
63,99,2004,Robert Paul,Melvin,SEA
63,99,2008,Harry Ralston,Black,SDN
63,99,2011,Ronald Clyde,Gardenhire,MIN
63,99,2013,Robin Mark,Ventura,CHA
62,47,1981,Robert Leroy,Rodgers,ML4
62,50,1884,Adrian Constantine,Anson,CHN
62,55,1978,James Louis,Fregosi,CAL
62,64,1987,William Frederick,Gardner,KCA
62,68,1896,William Mitchell,Nash,PHI
62,72,2001,Jerry Austin,Narron,TEX
62,77,1900,Robert Gilman,Allen,CIN
62,81,1978,Kenton Lloyd,Boyer,SLN
62,89,1942,Stanley Raymond,Harris,WS1
62,89,1946,Frank Francis,Frisch,PIT
62,90,1920,George Tweedy,Stallings,BSN
62,90,1931,John Francis,Collins,BOS
62,91,1920,Clifford Carlton,Cravath,PHI
62,91,1937,Burleigh Arland,Grimes,BRO
62,92,1921,William J.,Gleason,CHA
62,92,1926,George Harold,Sisler,SLA
62,92,1928,Roger Thorpe,Peckinpaugh,CLE
62,92,1930,Owen Joseph,Bush,CHA
62,92,1941,Charles Dillon,Stengel,BSN
62,92,1947,William Benjamin,Chapman,PHI
62,92,1951,Stanley Raymond,Harris,WS1
62,92,1957,Robert Boden,Scheffing,CHN
62,99,1969,Alvin Ralph,Dark,CLE
62,99,2009,John William,Russell,PIT
62,100,1964,Gilbert Raymond,Hodges,WS2
62,100,1965,William Jennings Bryan,Herman,BOS
62,100,2001,Lloyd Glenn,McClendon,PIT
62,100,2006,David Gus,Bell,KCA
62,100,2013,Michael Patrick,Redmond,MIA
61,37,1883,Charles N.,Snyder,CN2
61,46,1884,Alonzo P.,Knight,PH4
61,49,1981,William Charles,Virdon,HOU
61,54,1890,Charles G.,Buffinton,PHP
61,57,1918,Christopher,Mathewson,CIN
61,63,1991,Douglas Lee,Rader,CAL
61,71,1897,William Harrison,Barnie,BRO
61,72,1889,Thomas Joseph,Loftus,CL4
61,73,1901,James H.,Manning,WS1
61,75,1902,Thomas Joseph,Loftus,WS1
61,76,1891,John Montgomery,Ward,BRO
61,76,1891,Gustavus Heinrich,Schmelz,CL6
61,76,2015,Craig John,Counsell,MIL
61,78,1914,Ennis Telfair,Oakes,PTF
61,79,1979,Joseph Salvatore,Altobelli,SFN
61,88,1964,Harry Francis,Craft,HOU
61,89,1909,James Robert,McAleer,SLA
61,90,1949,William Henry,Walters,CIN
61,91,1923,Frank Leroy,Chance,BOS
61,92,1937,James,Wilson,PHI
61,92,1944,Fred Landis,Fitzsimmons,PHI
61,92,1947,William Jennings Bryan,Herman,PIT
61,93,1920,Hugh Ambrose,Jennings,DET
61,93,1922,Hugh,Duffy,BOS
61,93,1931,Stanley Raymond,Harris,DET
61,93,1945,William Boyd,McKechnie,CIN
61,93,1946,Melvin Thomas,Ott,NY1
61,93,1958,Harry Arthur,Lavagetto,WS1
61,100,1961,James Barton,Vernon,WS2
61,100,1971,Preston,Gomez,SDN
61,101,1993,James David,Riggleman,SDN
61,101,2006,Joseph John,Maddon,TBA
61,101,2012,Dale Curtis,Sveum,CHN
60,33,1977,Gordon William,Hunter,TEX
60,49,1915,Harry Donald,Lord,BUF
60,49,1981,George Lee,Anderson,DET
60,63,1918,Miller James,Huggins,NYA
60,63,1969,Harold Ross,Phillips,CAL
60,68,1890,Edward Hugh,Hanlon,PTP
60,70,1893,Edward Hugh,Hanlon,BLN
60,71,1897,Patrick Joseph,Donovan,PIT
60,74,1887,Charles H.,Byrne,BR3
60,74,1914,Frank Leroy,Chance,NYA
60,77,1903,James Joseph,Callahan,CHA
60,78,1889,Albert C.,Buckenberger,CL6
60,84,1995,George Lee,Anderson,DET
60,85,1969,Donald Joseph,Gutteridge,CHA
60,92,1933,Burton Edwin,Shotton,PHI
60,92,1988,Lee Constantine,Elia,PHI
60,93,1916,Miller James,Huggins,SLN
60,94,1914,Charles Lincoln,Herzog,CIN
60,94,1927,David James,Bancroft,BSN
60,94,1932,Daniel Philip,Howley,CIN
60,94,1953,Frederick Charles,Hutchinson,DET
60,94,1955,Fred Girard,Haney,PIT
60,94,1956,Stanley Camfield,Hack,CHN
60,101,1962,James Barton,Vernon,WS2
60,102,1973,Donald William,Zimmer,SDN
60,102,1974,John Francis,McNamara,SDN
60,102,1982,William Frederick,Gardner,MIN
60,102,1985,Patrick,Corrales,CLE
59,25,1879,George,Wright,PRO
59,32,1952,Stephen Francis,O'Neill,PHI
59,39,1883,Adrian Constantine,Anson,CHN
59,43,1981,Dorrel Norman Elvert,Herzog,SLN
59,44,1898,William Joseph,Shettsline,PHI
59,46,1981,Earl Sidney,Weaver,BAL
59,48,1981,George Dallas,Green,PHI
59,49,1981,Ralph George,Houk,BOS
59,63,1991,James Sarkis,Essian,CHN
59,65,2016,Brian Gerald,Snitker,ATL
59,66,1989,Peter Edward,Rose,CIN
59,72,1996,George Dallas,Green,NYN
59,73,1897,Adrian Constantine,Anson,CHN
59,76,1984,Delmar Wesley,Crandall,SEA
59,79,2014,Marquis Donnell,Porter,HOU
59,80,1986,Raymond Roger,Miller,MIN
59,89,1942,Charles Dillon,Stengel,BSN
59,93,1929,Russell Aubrey,Blackburne,CHA
59,94,1927,Daniel Philip,Howley,SLA
59,94,1948,James Wren,Taylor,SLA
59,95,1930,Daniel Philip,Howley,CIN
59,95,1947,Herold Dominic,Ruel,SLA
59,95,1953,James Joseph,Dykes,PHA
59,95,1956,Charles Walter,Dressen,WS1
59,102,1978,Roy Thomas,Hartsfield,TOR
59,102,2008,Manuel Elias,Acta,WAS
59,103,1966,Leo Ernest,Durocher,CHN
59,103,1989,George Lee,Anderson,DET
59,103,2016,Paul Leo,Molitor,MIN
58,40,1883,William Henry,Wright,PRO
58,47,1884,William C.,Henderson,BLU
58,51,1884,Timothy Hayes,Murnane,BSU
58,51,2002,Carlos,Tosca,TOR
58,56,1994,Thomas Charles,Lasorda,LAN
58,73,1896,David Luther,Foutz,BRO
58,73,1896,Gustavus Heinrich,Schmelz,WAS
58,73,2007,Philip Mason,Garner,HOU
58,75,1986,Richard Hirschfeld,Williams,SEA
58,75,2009,Andrew Jay,Hinch,ARI
58,76,1975,Clyde Edward,King,ATL
58,80,1903,Albert C.,Buckenberger,BSN
58,86,1995,James Richard,Leyland,PIT
58,90,1907,Frederick,Tenney,BSN
58,90,2001,Harold Abraham,McRae,TBA
58,91,1935,Cornelius Alexander,Mack,PHA
58,93,1926,Arthur,Fletcher,PHI
58,94,1933,Owen Joseph,Bush,CIN
58,94,1960,Gene William,Mauch,PHI
58,95,1912,William Frederick,Dahlen,BRO
58,96,1929,William Francis,Carrigan,BOS
58,96,1931,Daniel Philip,Howley,CIN
58,96,1950,James Wren,Taylor,SLA
58,96,1960,Robert Irving,Elliott,KC1
58,104,2004,Antonio Francesco,Pena,KCA
57,48,1946,William Malcolm,Dickey,NYA
57,48,1981,Donald William,Zimmer,TEX
57,56,1995,Terry Paul,Bevington,CHA
57,57,1909,Napoleon,Lajoie,CLE
57,61,1984,Jackie Spencer,Moore,OAK
57,67,1918,Clarence Henry,Rowland,CHA
57,69,1918,Wilbert,Robinson,BRO
57,75,1893,William Henry,Watkins,SLN
57,75,1894,Adrian Constantine,Anson,CHN
57,80,1888,William Harrison,Barnie,BL2
57,82,1919,George Tweedy,Stallings,BSN
57,94,1913,Frank Leroy,Chance,NYA
57,94,1967,Wesley Noreen,Westrum,NYN
57,95,1936,Rogers,Hornsby,SLA
57,96,1922,Irvin Key,Wilhelm,PHI
57,96,1928,William Francis,Carrigan,BOS
57,96,1950,William Adam,Meyer,PIT
57,97,1917,Fielder Allison,Jones,SLA
57,97,1955,Paul Rapier,Richards,BAL
57,102,1975,Ralph George,Houk,DET
57,104,1985,Charles William,Tanner,PIT
57,105,2010,John William,Russell,PIT
56,28,1881,Adrian Constantine,Anson,CHN
56,42,1884,James Lyman,Price,NY1
56,49,1958,Henry Willis Patrick,Norman,DET
56,50,1979,George Lee,Anderson,DET
56,53,1975,Lawrence Peter,Berra,NYN
56,54,1885,William Henry,Wright,PHI
56,55,1885,Horace B.,Phillips,PT1
56,55,1981,Frank,Robinson,SFN
56,61,1886,John Francis,Morrill,BSN
56,65,1989,George Dallas,Green,NYA
56,71,1893,Adrian Constantine,Anson,CHN
56,76,1894,George Frederick,Miller,SLN
56,78,1902,Patrick Joseph,Donovan,SLN
56,81,1891,Thomas Joseph,Loftus,CIN
56,81,1902,William Joseph,Shettsline,PHI
56,84,1919,Clark Calvin,Griffith,WS1
56,88,1985,James Houston,Davenport,SFN
56,88,1995,Jay Thomas,Kelly,MIN
56,88,1995,Clarence Edwin,Gaston,TOR
56,93,1934,James,Wilson,PHI
56,97,1904,Edward Hugh,Hanlon,BRO
56,97,1931,Owen Joseph,Bush,CHA
56,97,1948,Joseph Anthony,Kuhel,WS1
56,98,1929,Emil Edwin,Fuchs,BSN
56,104,1978,Darrell Dean,Johnson,SEA
56,106,2011,James Bradley,Mills,HOU
55,25,1882,Charles N.,Snyder,CN2
55,29,1882,Adrian Constantine,Anson,CHN
55,33,1905,Frank Leroy,Chance,CHN
55,38,2008,Jerry,Manuel,NYN
55,40,1979,Alfred Manuel,Martin,NYA
55,42,1883,Frank Carter,Bancroft,CL2
55,47,1963,Charles Walter,Dressen,DET
55,51,1925,John Joseph,McGraw,NY1
55,54,1949,William Harold,Southworth,BSN
55,55,1941,James Luther,Sewell,SLA
55,57,1885,Harry Duffield,Stovey,PH4
55,58,1994,George Dallas,Green,NYN
55,59,1932,William Harold,Terry,NY1
55,60,1994,Johnnie B.,Baker,SFN
55,60,1994,Clarence Edwin,Gaston,TOR
55,68,1918,Patrick Joseph,Moran,PHI
55,69,1887,Horace B.,Phillips,PIT
55,69,2015,Daniel Ray,Jennings,MIA
55,71,1918,Hugh Ambrose,Jennings,DET
55,72,2010,Edgar Frederick,Yost,KCA
55,75,1894,Charles Albert,Comiskey,CIN
55,77,1897,George Tweedy,Stallings,PHI
55,81,2005,Lloyd Glenn,McClendon,PIT
55,82,1889,William Henry,Watkins,KC2
55,84,1891,John Curtis,Chapman,LS2
55,95,1906,Garland,Stahl,WS1
55,96,1924,Arthur,Fletcher,PHI
55,98,1904,Albert C.,Buckenberger,BSN
55,98,1909,Harry Garfield,Lumley,BRO
55,98,1917,Cornelius Alexander,Mack,PHA
55,98,1943,Melvin Thomas,Ott,NY1
55,99,1942,Cornelius Alexander,Mack,PHA
55,100,2002,Luis Bienvenido,Pujols,DET
55,106,2002,Harold Abraham,McRae,TBA
54,28,1875,Robert Vavasour,Ferguson,HR1
54,30,1879,William Henry,Wright,BSN
54,42,1883,James J.,Mutrie,NY4
54,45,1915,William Boyd,McKechnie,NEW
54,45,1964,Frederick Charles,Hutchinson,CIN
54,52,1981,Anthony,LaRussa,CHA
54,60,2001,Atanasio,Perez,FLO
54,61,1994,Clell Lavern,Hobson,BOS
54,61,1994,James Louis,Fregosi,PHI
54,69,1983,Lee Constantine,Elia,CHN
54,70,1972,Delmar Wesley,Crandall,ML4
54,71,1912,Harry H.,Davis,CLE
54,71,1980,Gene William,Mauch,MIN
54,71,1991,Johnny Lane,Oates,BAL
54,78,1890,William A.,Sharsig,PH4
54,82,1901,James Robert,McAleer,CLE
54,82,1965,Haywood Cooper,Sullivan,KC1
